	age	debug1	debug2	english.0-writing	english.1-reading	gender-Gender non conforming/non-binary	gender-Man	gender-Prefer not to answer	gender-Woman	original id	major	open1	open2	perceivedvalue.0-boring	perceivedvalue.1-productive	perceivedvalue.2-useless	perceivedvalue.3-engaging	pocc.0-learning the basic concepts	pocc.1-testing my ideas and theories	pocc.2-answering given questions	pocc.3-memorizing key information	pocc.4-exploring the topic	[qual1] Scenario 1	qual1	qual2	qual3	qual4	qual5	qual5reasoning	qual6	qual6reasoning	quant.0 - the width of the beaker is changed from 2cm to 1cm	quant.0 - the area is changed from 200mm2 to 100mm2	quant.1 - the concentration of wine is changed from 500 to 1000 mM	quant.1 - the separation is changed from 2mm to 4mm	quant.2 - the width of the beaker is changed from 2cm to 4cm and the concentration of wine is changed from 500 to 1000 mM	quant.2 - the area is changed from 200mm2 to 100mm2 and the plate separation is changed from 2mm to 1mm 	quant.3 - the width of the beaker is changed from 2cm to 1cm and the concentration of wine is changed from 500 to 1000 mM	quant.3 - the area is changed from 200mm2 to 100mm2 and the plate separation is changed from 2mm to 4mm 	strategies.0-setup my first experiment right away	strategies.10-try to identify mathematical relationships	strategies.11-try to apply my prior knowledge of physics	strategies.12-predict the result of a test before trying something out	strategies.13-decide what to investigate based on previous results	strategies.14-identify what I haven't investigated yet	strategies.1-spend time designing a set of experiments I want to conduct	strategies.2-make a plan	strategies.3-explore the different components of the PhET interface	strategies.4-identify important variables	strategies.5-look for weird outcomes I did not expect	strategies.6-look for general patterns and then dive into detailed experimentation	strategies.7-check if the relationships I found hold under different conditions	strategies.8-think about why I get the results I get	strategies.9-summarize my findings as I go	strategies_att.0-try to get the right answer	strategies_att.1-improve my scientific reasoning skill	strategies_att.2-try to learn more about the topic	strategies_att.3-finish as quickly as possible	strategies_att.4-come up with my own questions to investigate	taskinterpretation.0-investigate the basic mechanics of the topic at hand	taskinterpretation.1-design my own experiments that can help me understand the topic at hand	taskinterpretation.2-memorize information about the topic at hand	taskinterpretation.3-complete a certain number of  questions	taskinterpretation.4-develop scientific reasoning skills	year-1st year undergraduate	year-2nd year undergraduate	year-3rd year undergraduate	year-4th year undergraduate	sim	sim_index	sid
53		They are all true as they were all factors that affected the absorbance 	V does not affect it as the volume of the solution does not change its absorbance 							19566168			give us equations beforehand to let us know what directly affects what to help us understand how each relationship works	Somewhat	Mostly	Somewhat	Mostly	Often	Almost always	Often	Sometimes	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	close to detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green_far.png)	horizontal laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_light_green.png)	At an angle, there are light that are deflected off, however, not all of the light was absorbed due to the angle. If it was horizontal, it can give off all of the lights	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	How much light being absorbed is based off of the wavelength and since the wavelength was greater, then it absorbed more	0.1		0.4		0.8		0.2		Somewhat	Definitely	Mostly	Mostly	Definitely	Somewhat	Somewhat	Somewhat	Definitely	Mostly	Somewhat	Somewhat	Mostly	Mostly	Definitely	Somewhat	Mostly	Mostly	Somewhat	Mostly	Definitely	Mostly	Somewhat	Definitely	Mostly					Absorbance	1	19566168
54		I believe it is correct.	I am unsure.							15188167			I forgot to note down the data, which hindered my ability to answer the formula questions. 	Not at all	Mostly	Somewhat	Mostly	Often	Sometimes	Often	Sometimes	Sometimes	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	I believe that angles would not affect light absorbance; the laser will be projected at an angle through the beaker but because the substance inside the beaker is the same, with the same wavelength and same beaker width, I believe it will have equal absorbance. 	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	Longer wavelengths will conclude in higher absorbance; this was my finding in the pre-activity.	less than 0.2		more than 0.2		more than 0.2		less than 0.2		Not at all	Not at all	Not at all	Not at all	Not at all	Somewhat	Somewhat	Not at all	Mostly	Mostly	Not at all	Mostly	Mostly	Mostly	Somewhat	Mostly	Somewhat	Mostly	Somewhat	Not at all	Mostly	Mostly	Not at all	Somewhat	Mostly					Absorbance	1	15188167
55		This is all true because as wavelength, concentration and laser path increase, so does the absorbance of a solution.	I believe volume has nothing to do with absorbance so it shouldn't be in the equation. N is true because as you increase N, absorbance increases with it. k seems correct.							14805169			I would try and examine the data more mathematically	Not at all	Mostly	Not at all	Mostly	Often	Often	Often	Often	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	It is still passing through the same fluid of the same concentration	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	Red beams have longer wavelengths so more light is going to be absorbed	0.1		0.4		0.8		0.2		Somewhat	Somewhat	Mostly	Mostly	Mostly	Mostly	Somewhat	Somewhat	Mostly	Mostly	Mostly	Mostly	Mostly	Somewhat	Mostly	Definitely	Mostly	Mostly	Somewhat	Mostly	Definitely	Mostly	Somewhat	Definitely	Definitely					Absorbance	1	14805169
56		all parts are correct. wavelength is the colour of laser, multiply by concentration of solution mutiply by the width of the beaker travelled\n	i do not think volume of solution affects the absorbance of light. the numbers of molecules to not matter as well							13139162			I believe it did its job of introducing the very basic concepts of this topic. However, i believe to go more in depth, this virtual lab would be useless for those with a pre-existing knowledge of this topic. I was hoping there would be more of a tutorial or instructions. I was not aware that I could move the laser angle. Perhaps a few sentences guide will suffice for those who are not that great with computers.	Definitely	Somewhat	Mostly	Not at all	Often	Often	Sometimes	Sometimes	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	"angled beam would travel longer distance meaning ""wider beaker"""	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	red is the most right in the colour spectrum	0.1		0.4		0.8		0.2		Somewhat	Somewhat	Somewhat	Mostly	Not at all	Not at all	Mostly	Somewhat	Not at all	Somewhat	Mostly	Somewhat	Somewhat	Not at all	Not at all	Somewhat	Somewhat	Somewhat	Not at all	Somewhat	Definitely	Not at all	Not at all	Somewhat	Mostly					Absorbance	1	13139162
57		 The part contains ? is incorrect. It should be 1/ ? . Because in the experiment we done just now, the graph shows when the concentration and the path length stays the same, the when y=1/ ?, the graph is a linear. 	The V part is not right. The volume is not the same as the length the laser need to pass through . In the experiment we did just now, the only thing changed is the the width it pass through. Even if they have different volume, there is still a chance that the path length they past is the same, in that case A won't change at all							13122150			The concentration and the width of the beaker can be changed. If it is possible, I would love to change the color of the solution to see if if it will also affect the Absorbence. Even if it has nothing to do with the topic we need to learn, but it really brings up my interest.   	Not at all	Mostly	Not at all	Definitely	Almost always	Almost always	Almost always	Almost always	Almost always	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/Notenoughinfo.png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	Because the distance the laser need to pass through is longer 	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	In the experiment I did just now, the red laser has a larger absorbance number	0.1?? I am not sure because I didn't finish the experiment but definately smaller than 0.2		0.4		around 0.8 		stays the same 		Somewhat	Mostly	Definitely	Definitely	Definitely	Definitely	Definitely	Definitely	Somewhat	Somewhat	Definitely	Mostly	Definitely	Definitely	Definitely	Definitely	Somewhat	Definitely	Not at all	Definitely	Mostly	Definitely	Somewhat	Definitely	Mostly					Absorbance	1	13122150
58		L should a denominator because with longer path length, the light absorbance decreases (inverse relationship). Landa and C are correct because as they increase so does light absorbance (proportional relationship).	All of them are correct because they are all proportional to light absorbance.							15298166			I felt I explored a lot about the variables. Next time I would graph more data and take notes to be more confident of my predictions.	Mostly	Somewhat	Somewhat	Not at all	Sometimes	Sometimes	Sometimes	Almost never	Sometimes	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	close to detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green_far.png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	I do not know if whether or not it is horizontal affects laser beams, so I chose horizontal because that is the most extreme angle.	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	From my virtual lab, I know that colours with higher wavelengths results in higher light absorbance.	0.1		0.4		1.6		0.2		Not at all	Mostly	Mostly	Not at all	Somewhat	Somewhat	Somewhat	Mostly	Not at all	Somewhat	Somewhat	Definitely	Mostly	Definitely	Somewhat	Definitely	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	Mostly	Not at all	Somewhat	Mostly					Absorbance	1	15298166
59		I feel the formula could not be so easy hence something has to be incorrect. And since the wavelength has an inverse relationship with the absorption that should be depicted using the formula	I think this formula is correct if it takes into account all the relationships.							14201151			I feel exploring helped me however next time i would try to stick to the question and explore in those grounds	Somewhat	Not at all	Somewhat	Mostly	Sometimes	Sometimes	Almost always	Sometimes	Sometimes	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	close to detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green_far.png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	I guess refraction would lead to loss of energy as well which would lead to comparatively higher reading. 	blue laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_dark_blue.png)	Indirect relationship the absorption and wavelength	0.1		0.4		0.8		0.2		Not at all	Somewhat	Somewhat	Somewhat	Not at all	Somewhat	Somewhat	Mostly	Somewhat	Definitely	Mostly	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Not at all	Mostly	Somewhat	Mostly	Somewhat	Somewhat	Not at all	Mostly	Somewhat					Absorbance	1	14201151
60		Absorbance is indeed proportional to the concentration and the path length through the solution. However, the formula here also uses laser wavelength which is not wrong, but it is missing the effect of the specific solution. The colour of the solution will also change the absorbance. Hence we could group the properties of the solution and the laser wavelength used into a constant that is specific to the set up we have.	The k seems to be correct. However, absorbance is not proportional the number of molecules or the volume of the solution directly. It is proportional to N/V, which is concentration. 							16606167			I thought the virtual lab was fairly intuitive but I wished it gave specific numbers for the wavelength. Next time, I would spend some time on more closely examining the effects of the different wavelengths on absorbance.	Somewhat	Mostly	Somewhat	Somewhat	Often	Almost always	Almost always	Often	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	The length the light has to travel through the fluid is now increased due to the angling and since absorbance is directly proportional to length, the angled one would read a higher absorbance	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	Since the colour is magenta, a mix of blue and red, the solution absorbs equal amounts of the wavelengths, hence they have equal absorbance.	0.1		0.4		0.8		0.2		Somewhat	Mostly	Definitely	Definitely	Mostly	Mostly	Somewhat	Mostly	Definitely	Definitely	Somewhat	Definitely	Mostly	Definitely	Somewhat	Definitely	Somewhat	Somewhat	Somewhat	Not at all	Mostly	Mostly	Not at all	Mostly	Mostly					Absorbance	1	16606167
61		L should be the length of the beaker instead, since this would be the distance the laser beam travels through the solution\n	This formula does not take into account the width of the beaker in which the laser beam passes through the solution. 							19989152			I did not end up moving all the factors and changing all of them. I feel like this might have hindered my ability to make an accurate judgment on the relationship between EACH factor affecting light absorbance.	Not at all	Somewhat	Not at all	Mostly	Often	Sometimes	Sometimes	Almost never	Almost always	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	far from detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green.png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	If the light travels at a longer distance at an angled beam, this is equivalent to a wider beaker. A wider beaker produces greater absorbance levels, so an angled laser beam produces higher absorbance.	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	Red laser has a greater intensity, meaning the incident light has more energy than the blue laser. Thus the absorbance is higher from the red laser beam.	0.1		0.4		0.8		0.2		Mostly	Somewhat	Mostly	Somewhat	Somewhat	Mostly	Mostly	Somewhat	Definitely	Definitely	Somewhat	Somewhat	Mostly	Definitely	Mostly	Not at all	Mostly	Definitely	Somewhat	Somewhat	Definitely	Mostly	Not at all	Somewhat	Mostly					Absorbance	1	19989152
62		I remember learning a similar formula to this in my classes as a way of converting absorbance to concentration. I don't remember it exactly as I haven't touched that material in a while but I believe this is correct. It looks like the formula we have used before so I don't think any aspects are incorrect. 	"I feel as though N does not need to be multiplied by V as the laser only goes through a portion of the beaker, not the entire beaker. Perhaps V should be, ""Volume of portion of beaker that is in path of laser"". So, I think that aspect of this formula is incorrect. "							16136159			I think trying to find patterns using the graphs worked well. Next time, instead of keeping all variables constant except for one, I would see what happened in terms of the patterns when changing two variables at once, or three, to further investigate their relationship. 	Not at all	Definitely	Not at all	Mostly	Sometimes	Often	Sometimes	Sometimes	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	far from detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green.png)	horizontal laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_light_green.png)	There is more defraction of light and thus, light bouncing off and scattering, resulting in less detection of light by the detector. 	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	The red laser beam has a longer wavelength and a lower frequency and so, it moves slower through the solution and is absorbed more readily than the high frequency blue wave. 	0.4		0.4		0.2		0.8		Definitely	Not at all	Mostly	Definitely	Mostly	Not at all	Not at all	Mostly	Definitely	Somewhat	Somewhat	Definitely	Mostly	Mostly	Definitely	Somewhat	Mostly	Mostly	Somewhat	Not at all	Definitely	Definitely	Not at all	Definitely	Mostly					Absorbance	1	16136159
63		A is definitely proportional to the concentration and the path length, but the wavelength changes with the color of the solution, and the absorbance of the wavelength depends on the solution itself.	the volume of the solution does not matter, as long as the surface of the solution is high enough for the laser to go through. N and k are in right relationship with the absorbance, since N is proportional to the path length							18866165			everything worked well. I would plot the graphs earlier next time to see the the relationships more directly. the topic is easy to me because i have done too much of the light absorbance problems in chem labs.	Not at all	Mostly	Mostly	Somewhat	Often	Almost always	Almost always	Almost always	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	the fist choice equals to a changing of the beaker's width, thus increases absorbance.	 (https://survey.ubc.ca/media/assets/groups/5494/Notenoughinfo.png)	the color of the solution is purple, which is between red and blue. Without furthur information I cannot decide which laser has the larger absorbance.	decrease		increase		increase		same		Mostly	Definitely	Definitely	Definitely	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Definitely	Somewhat	Definitely	Mostly	Mostly	Definitely	Definitely	Somewhat	Definitely	Somewhat	Somewhat	Mostly	Mostly	Definitely	Definitely	Mostly					Absorbance	1	18866165
64		it is hard to determine whether L is placed at the correct place in the formula as we weren't allowed to experiment on this variable. if more information was given it would be more helpful. 	volume is not a determine factor which might change the result according to the virtual lab, so therefore the factor V is invalid. 							17691169			over all the virtual lab experiment went well. i would try to adjust the angle of the laser light as it was not mentioned that the angle of the laser could be adjusted (or not?). 	Not at all	Definitely	Not at all	Definitely	Often	Almost always	Often	Often	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		high concentration, low volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green_low%20(1).png)	small beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/Notenoughinfo.png)	this experiment was not provided in the virtual lab. 	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	in the virtual lab i observed that the red light have higher absorbance. 	0.4		0.6		2		1.5		Not at all	Not at all	Not at all	Somewhat	Somewhat	Somewhat	Not at all	Not at all	Somewhat	Mostly	Somewhat	Mostly	Mostly	Mostly	Somewhat	Mostly	Somewhat	Mostly	Not at all	Not at all	Mostly	Not at all	Not at all	Definitely	Not at all					Absorbance	1	17691169
65		I'm a bit confused by the experimental set up. Wouldn't the monitor be detecting transmittance and not absorbance? Absorptivity is a property of an object so was that monitor taking the initial beam into account and calculating what was absorbed by the solution and reporting that number or was it reporting the light transmitted? They're related, but different.\n\n\nIf length through the solution increases more light is absorbed by the solution but less would hit the back monitor \nIf concentration increases so does absorbance\n\n	Total volume is irrelevant, the length of the pass the light travels through the solution is what really matters							13870641			The giant arrow signaled that I could change the width of the container, but I didn't think to move the monitor. I should have tried to move it even if there may not have been a giant arrow near it. 	Somewhat	Somewhat	Somewhat	Somewhat	Sometimes	Often	Sometimes	Sometimes	Often	low concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)		low concentration, high volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green_high.png)	small beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_light_green.png)	close to detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green_far.png)	horizontal laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_light_green.png)	angle is a greater distance than a horizontal line	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	solution is purple (close to blue on EM spectrum) will reflect blue light more than red	increase		decrease		decrease a lot (relative to other qs)		unable to tell (no change?)		Somewhat	Somewhat	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	Mostly	Somewhat	Mostly	Somewhat	Somewhat	Somewhat	Somewhat	Not at all	Not at all	Not at all					Absorbance	1	13870641
66		I feel like that makes sense. 	The volume of the beaker does not matter so this does not make sense 							11394167			I thought that the simulation worked well. It got me engaged. However if these virtual simulations are planning on replacing the physical or hands on experiences preformed in class I feel that they will not preform as well. Many kids need a hands on experience and yes this experiment does get the learning goal across but not as significantly as something hands on, because in my case, something hands on creates more memories. I am interacting with multiple objects and having conversations with classmates about what those objects are doing and how they are effecting each other, that is much more effective in a learning environment then just staring at a screen by yourself. 	Somewhat	Mostly	Not at all	Mostly	Often	Almost always	Sometimes	Sometimes	Often	low concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)		low concentration, high volume (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green_high.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	Because they both have the same concentration of the sulfate 	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	The red will because the colors to the right on the color scale will have more absorbency, the one to the right, the red lazer beam in the question above will have a 1.92 absorbency if I remember correctly 	0.5		3.4		2.1		2		Definitely	Not at all	Not at all	Somewhat	Mostly	Mostly	Somewhat	Somewhat	Not at all	Mostly	Somewhat	Definitely	Definitely	Definitely	Mostly	Somewhat	Definitely	Definitely	Somewhat	Definitely	Mostly	Mostly	Not at all	Not at all	Mostly					Absorbance	1	11394167
67		All parts of the formula are correct in theory if one knows the composition of the solution. Since different solutions absorb different wavelengths, that will need to be factored in as well.	I believe that k and N are variables of the same line of thinking, if there is k, there should not be an N. In addition, V may account for the volume, but the width may not particularly change when the volume changes, so that part of the formula is wrong as well.							19018165			I did not discover the record data feature as the buttons were very big, so I would focus on that next time because it told me valuable information and allowed me to record my findings. The ruler to measure the width of the beaker was useless, I would have much preferred an actual number. All components of the activity worked well, however.	Not at all	Somewhat	Not at all	Definitely	Almost always	Often	Often	Sometimes	Almost always	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	angled laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/setup_narrow_light_green_crooked2.png)	After the light has passed through the liquid, the distance between the beaker and the detector is not important. However, in this case, the light passed through more of the liquid before reaching the detector, resulting in a higher absorbance.	 (https://survey.ubc.ca/media/assets/groups/5494/Notenoughinfo.png)	There is not enough information because we do not know what the liquid/solution is composed of. Different solutions absorb different wavelengths of light, from what I could gather.	The value will be lowered.		The value will be lowered.		The value will be significantly higher.		The value will stay around the same level.		Somewhat	Definitely	Somewhat	Mostly	Definitely	Mostly	Somewhat	Somewhat	Mostly	Definitely	Mostly	Definitely	Mostly	Mostly	Definitely	Definitely	Mostly	Mostly	Definitely	Mostly	Definitely	Mostly	Not at all	Mostly	Definitely					Absorbance	1	19018165
68		It is saying the A=laser wavelength times the concentration as well as the path length, but the path length is the smaller the number the smaller the abs. so the path length makes sense. But I do not think high wavelength leads to high A. So i think that part is wrong. the rest is correct.	Yes, I think this is correct. The higher the volume the higher A. The more it attenuates to the light it is higher, but it doesnt necessarily need to be a 532nm, it can be at any point it just has to be the best for the solution (having the highest value). The molecule I think is incorrect as well. I think it just matters if the solution is on the path of the laser.							17701169			I think everything was alright, I didn't try to fully investigate the pathway and how the length of the pathway could somewhat influence the results, so I'd definitely look into that more next time if given the chance	Somewhat	Somewhat	Somewhat	Mostly	Often	Often	Often	Sometimes	Often	high concentration (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_dark_green.png)		 (https://survey.ubc.ca/media/assets/groups/5494/equal%20(1).png)	big beaker (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_wide_light_green.png)	close to detector (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_green_far.png)	horizontal laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_light_green.png)	the laser that is not horizontal showed a - so it means it cannot be determined	red laser beam (https://survey.ubc.ca/media/assets/user/23165/storage/absorbance%20empty%20laser/setup_narrow_dark_red.png)	Warm color has higher abs than cold color	decrease 0.1		increase 0.4		increase 0.6		increase and decrease so maybe the same 0.2		Definitely	Not at all	Somewhat	Not at all	Definitely	Mostly	Somewhat	Mostly	Not at all	Somewhat	Not at all	Mostly	Definitely	Not at all	Definitely	Not at all	Somewhat	Somewhat	Mostly	Not at all	Somewhat	Mostly	Not at all	Definitely	Somewhat					Absorbance	1	17701169
